縣市名稱,鄉鎮市區,學生等級,學校代碼,學校名稱,公/私立,地區屬性,地址,電話,網址,班級數,學生數(總計),學生數(男),學生數(女),原住民學生比例,上學年畢業生數(總計),上學年畢業生數(男),上學年畢業生數(女)
[08]南投縣,國姓鄉,國小,84699,縣立福龜國小,公立,偏遠,[544]南投縣國姓鄉福龜村長壽巷83號,(049)2721019,https://vkps.ntct.edu.tw/,6,49,23,26,4.08,5,2,3
[08]南投縣,國姓鄉,國小,84700,縣立長流國小,公立,特偏,[544]南投縣國姓鄉長流村大長路559號,(049)2431006,https://clps.ntct.edu.tw/,6,33,14,19,6.06,10,7,3
[08]南投縣,國姓鄉,國小,84701,縣立南港國小,公立,偏遠,[544]南投縣國姓鄉南港路112之8號,(049)2451937,https://nkes.ntct.edu.tw/,5,9,5,4, -, -, -, -
[08]南投縣,國姓鄉,國小,84702,縣立育樂國小,公立,偏遠,[544]南投縣國姓鄉柑林村中正路2段223號,(049)2721274,https://wlps.ntct.edu.tw/,6,31,19,12, -,5, -,5
[08]南投縣,國姓鄉,國小,84703,縣立港源國小,公立,特偏,[544]南投縣國姓鄉南港村港頭巷60號,(049)2451933,https://kwps.ntct.edu.tw/,6,9,5,4, -,2,1,1
[08]南投縣,國姓鄉,國小,84704,縣立長福國小,公立,特偏,[544]南投縣國姓鄉長福村大長路71號,(049)2431295,https://cfups.ntct.edu.tw/,6,47,25,22,2.13,1,1, -
[08]南投縣,國姓鄉,國小,84705,縣立乾峰國小,公立,偏遠,[544]南投縣國姓鄉乾溝村中西巷3號,(049)2721385,https://cfps.ntct.edu.tw/,6,36,16,20,11.11,4,2,2
[08]南投縣,水里鄉,國小,84707,縣立郡坑國小,公立,特偏,[553]南投縣水里鄉上安村水信路3段303巷8號,(049)2821421,https://gkps.ntct.edu.tw,6,34,16,18,2.94,5,3,2
[08]南投縣,水里鄉,國小,84708,縣立民和國小,公立,特偏,[553]南投縣水里鄉民和村文明路70號,(049)2741140,https://r133.ntct.edu.tw/,6,34,17,17,35.29,4,2,2
[08]南投縣,水里鄉,國小,84709,縣立新興國小,公立,偏遠,[553]南投縣水里鄉新興村新興巷15號,(049)2811187,https://sseps.ntct.edu.tw/,6,30,18,12, -,2,1,1
[08]南投縣,水里鄉,國小,84711,縣立永興國小,公立,偏遠,[553]南投縣水里鄉永興村林朋巷148號,(049)2772545,https://usps.ntct.edu.tw/,6,41,21,20,4.88,7,4,3
[08]南投縣,水里鄉,國小,84714,縣立成城國小,公立,偏遠,[553]南投縣水里鄉中山路二段150號,(049)2770140,https://cchups.ntct.edu.tw/app/home.php,9,160,84,76,5,18,5,13
[08]南投縣,信義鄉,國小,84716,縣立信義國小,公立,特偏,[556]南投縣信義鄉明德村玉山路24號,(049)2791263,https://hips.ntct.edu.tw/,7,44,24,20,75,9,7,2
[08]南投縣,信義鄉,國小,84717,縣立羅娜國小,公立,極偏,[556]南投縣信義鄉羅娜村1鄰信筆巷73號,(049)2831327,https://lnps.ntct.edu.tw/,6,91,41,50,97.8,20,9,11
[08]南投縣,信義鄉,國小,84718,縣立同富國小,公立,極偏,[556]南投縣信義鄉同富村同和巷4號,(049)2701503,https://tfups.ntct.edu.tw/,7,116,66,50,58.62,23,9,14
[08]南投縣,信義鄉,國小,84719,縣立愛國國小,公立,特偏,[556]南投縣信義鄉愛國村愛國巷108號,(049)2791465,https://akps.ntct.edu.tw,6,50,27,23,10,10,5,5
[08]南投縣,信義鄉,國小,84720,縣立人和國小,公立,特偏,[556]南投縣信義鄉人和村民生巷3號,(049)2773259,https://zhes.ntct.edu.tw/,6,83,47,36,97.59,14,8,6
[08]南投縣,信義鄉,國小,84721,縣立地利國小,公立,特偏,[556]南投縣信義鄉地利村開信巷17號,(049)2741254,https://dlps.ntct.edu.tw/,6,68,34,34,95.59,9,5,4
[08]南投縣,信義鄉,國小,84722,縣立東埔國小,公立,極偏,[556]南投縣信義鄉東埔村開高巷63號,(049)2701340,https://tpups.ntct.edu.tw/,6,44,25,19,97.73,5,2,3
[08]南投縣,信義鄉,國小,84724,縣立潭南國小,公立,極偏,[556]南投縣信義鄉潭南村和平巷49號,(049)2741381,https://tnps.ntct.edu.tw/,6,85,40,45,100,20,14,6
[08]南投縣,信義鄉,國小,84727,縣立桐林國小,公立,極偏,[556]南投縣信義鄉同富村太平巷18號,(049)2701483,https://tlps.ntct.edu.tw/,6,31,16,15,6.45,10,8,2
[08]南投縣,信義鄉,國小,84728,縣立隆華國小,公立,極偏,[556]南投縣信義鄉神木村民和巷65-6號,(049)2701478,https://lwps.ntct.edu.tw,6,50,26,24,18,4,3,1
[08]南投縣,信義鄉,國小,84729,縣立希娜巴嵐國小,公立,極偏,[556]南投縣信義鄉新鄉村新鄉路80號,(049)2831591,https://sses.ntct.edu.tw,6,48,25,23,97.92,9,6,3
[08]南投縣,信義鄉,國小,84730,縣立久美國小,公立,極偏,[556]南投縣信義鄉望美村美信巷54號,(049)2831506,http://www.loxa.edu.tw/schoolweb.html?webId=581,6,52,22,30,98.08,11,8,3
[08]南投縣,信義鄉,國小,84731,縣立雙龍國小,公立,極偏,[556]南投縣信義鄉雙龍村光復巷4號,(049)2741325,https://sles.ntct.edu.tw/,6,45,19,26,100,6, -,6
[08]南投縣,信義鄉,國小,84732,縣立豐丘國小,公立,極偏,[556]南投縣信義鄉豐丘村高平巷77號,(049)2791723,https://fcps.ntct.edu.tw/,6,24,17,7,83.33,6,4,2
[08]南投縣,仁愛鄉,國小,84733,縣立仁愛國小,公立,極偏,[546]南投縣仁愛鄉大同村山農巷5號,(049)2802373,https://raes.ntct.edu.tw/,6,49,25,24,87.76,9,3,6
[08]南投縣,仁愛鄉,國小,84734,縣立親愛國小,公立,極偏,[546]南投縣仁愛鄉親愛村高平路3號,(049)2974033,http://www.caps.ntct.edu.tw,6,38,25,13,89.47,8,4,4
[08]南投縣,仁愛鄉,國小,84735,縣立法治國小,公立,極偏,[546]南投縣仁愛鄉法治村界山巷6號,(049)2977061,https://fzps.ntct.edu.tw/,6,73,31,42,100,10,8,2
[08]南投縣,仁愛鄉,國小,84736,縣立德鹿谷國小,公立,極偏,[546]南投縣仁愛鄉德鹿谷村莎都部落一巷23號,(049)2970063,https://hzps.ntct.edu.tw,6,28,15,13,100,1,1, -
[08]南投縣,仁愛鄉,國小,84737,縣立互助國小,公立,極偏,[546]南投縣仁愛鄉互助村中華路19號,(049)2941016,https://hgps.ntct.edu.tw/,6,66,36,30,98.48,17,11,6
[08]南投縣,仁愛鄉,國小,84738,縣立力行國小,公立,極偏,[546]南投縣仁愛鄉力行村新望洋67號,(049)2955078,https://lhes.ntct.edu.tw/,5,14,7,7,100,2,2, -
[08]南投縣,仁愛鄉,國小,84739,縣立南豐國小,公立,極偏,[546]南投縣仁愛鄉南豐村楓林路3號,(049)2920037,https://nfps.ntct.edu.tw/,6,46,23,23,91.3,9,6,3
[08]南投縣,仁愛鄉,國小,84740,縣立中正國小,公立,極偏,[546]南投縣仁愛鄉中正村平等巷114號,(049)2925114,https://ccheps.ntct.edu.tw/,6,93,47,46,96.77,13,3,10
[08]南投縣,仁愛鄉,國小,84741,縣立廬山國小,公立,極偏,[546]南投縣仁愛鄉精英村中華巷19號,(049)2970385,https://lsps.ntct.edu.tw,6,52,29,23,98.08,11,5,6
[08]南投縣,仁愛鄉,國小,84742,縣立發祥國小,公立,極偏,[546]南投縣仁愛鄉發祥村光復巷24號,(049)2955030,https://fsnps.ntct.edu.tw/,6,14,5,9,100,3,1,2
[08]南投縣,仁愛鄉,國小,84743,縣立萬豐國小,公立,極偏,[546]南投縣仁愛鄉萬豐村清華巷8號,(049)2974123,https://wfps.ntct.edu.tw/,6,58,33,25,98.28,9,5,4
[08]南投縣,仁愛鄉,國小,84744,縣立都達國小,公立,極偏,[546]南投縣仁愛鄉都達村法觀路17號,(049)2970053,https://tdps.ntct.edu.tw/,6,40,25,15,100,9,4,5
[08]南投縣,仁愛鄉,國小,84745,縣立春陽國小,公立,極偏,[546]南投縣仁愛鄉春陽村永樂巷58號,(049)2802573,https://cwps.ntct.edu.tw/,6,72,35,37,98.61,8,5,3
[08]南投縣,仁愛鄉,國小,84746,縣立紅葉國小,公立,極偏,[546]南投縣仁愛鄉發祥村仁盛路70號,(049)2955075,https://hyps.ntct.edu.tw/,5,18,10,8,100,4,2,2
[08]南投縣,仁愛鄉,國小,84747,縣立清境國小,公立,極偏,[546]南投縣仁愛鄉定遠新村24號,(049)2802572,https://cgps.ntct.edu.tw/,6,65,36,29,30.77,7,6,1
[09]雲林縣,古坑鄉,國小,94615,縣立華山國小,公立,偏遠,[646]雲林縣古坑鄉華山村41號,(05)5901243,https://hses.ylc.edu.tw/,6,37,19,18,5.41,6,4,2
[09]雲林縣,古坑鄉,國小,94617,縣立桂林國小,公立,偏遠,[646]雲林縣古坑鄉桂林村95號,(05)5901048,https://gles.ylc.edu.tw/,6,33,17,16, -,4,3,1
[09]雲林縣,古坑鄉,國小,94618,縣立樟湖生態國(中)小,公立,偏遠,[646]雲林縣古坑鄉樟湖村石橋50-2號,(05)5811044,https://jhps.ylc.edu.tw/,6,57,29,28, -,11,5,6
[09]雲林縣,古坑鄉,國小,94619,縣立草嶺生態地質國小,公立,特偏,[646]雲林縣古坑鄉草嶺村56-8號,(05)5831010,https://tles.ylc.edu.tw/,6,18,14,4, -,1,1, -
[09]雲林縣,古坑鄉,國小,94620,縣立華南國小,公立,偏遠,[646]雲林縣古坑鄉華南村28號,(05)5901529,https://hnes.ylc.edu.tw/,6,117,60,57,4.27,10,7,3
[09]雲林縣,古坑鄉,國小,94621,縣立興昌國小,公立,偏遠,[646]雲林縣古坑鄉崁腳村南昌路6號,(05)5821060,https://scps.ylc.edu.tw/,6,19,9,10, -,4,2,2
[09]雲林縣,古坑鄉,國小,94622,縣立山峰華德福實小,公立,特偏,[646]雲林縣古坑鄉荷苞村山峰17號,(05)5822075,http://tw.school.uschoolnet.com/?id=es00002076,6,82,44,38, -,10,3,7
[09]雲林縣,林內鄉,國小,94628,縣立成功國小,公立,偏遠,[643]雲林縣林內鄉坪頂村1號,(05)5892090,https://ckes.ylc.edu.tw/,6,29,13,16, -,5,2,3
[09]雲林縣,莿桐鄉,國小,94640,縣立六合國小,公立,偏遠,[647]雲林縣莿桐鄉六合村東興路63號,(05)5712810,https://lhes.ylc.edu.tw/,6,75,39,36, -,7,4,3
[09]雲林縣,大埤鄉,國小,94644,縣立舊庄國小,公立,偏遠,[631]雲林縣大埤鄉怡然村怡然路92號,(05)5912094,https://jjes.ylc.edu.tw/,6,76,43,33, -,11,5,6
[09]雲林縣,大埤鄉,國小,94645,縣立仁和國小,公立,偏遠,[631]雲林縣大埤鄉豐岡村仁和路4號,(05)5912454,https://zhes.ylc.edu.tw/,6,79,48,31,3.8,7,3,4
[09]雲林縣,大埤鄉,國小,94646,縣立嘉興國小,公立,偏遠,[631]雲林縣大埤鄉嘉興村嘉興路65號,(05)5912434,https://jsps.ylc.edu.tw/,6,40,25,15,5,7,3,4
[09]雲林縣,土庫鎮,國小,94660,縣立馬光國小,公立,偏遠,[633]雲林縣土庫鎮西平里馬光路174號,(05)6653864,https://mkps.ylc.edu.tw/,12,261,145,116,0.77,44,24,20
[09]雲林縣,土庫鎮,國小,94661,縣立埤腳國小,公立,偏遠,[633]雲林縣土庫鎮埤腳里56號,(05)6622204,https://pjes.ylc.edu.tw/,6,38,20,18, -,14,9,5
[09]雲林縣,土庫鎮,國小,94662,縣立後埔國小,公立,偏遠,[633]雲林縣土庫鎮後埔里241號,(05)6650483,https://hpps.ylc.edu.tw/,8,142,77,65,0.7,17,6,11
[09]雲林縣,土庫鎮,國小,94663,縣立秀潭國小,公立,偏遠,[633]雲林縣土庫鎮奮起里秀潭9號,(05)6622004,https://stes.ylc.edu.tw/,6,18,7,11, -,6,3,3
[09]雲林縣,土庫鎮,國小,94664,縣立新庄國小,公立,偏遠,[633]雲林縣土庫鎮新庄里南新庄1號,(05)6652874,https://sjes.ylc.edu.tw/,6,24,11,13, -,5,3,2
[09]雲林縣,土庫鎮,國小,94665,縣立宏崙國小,公立,偏遠,[633]雲林縣土庫鎮崙內里果圍41號,(05)6653824,https://hlps.ylc.edu.tw/,6,48,24,24, -,9,5,4
[09]雲林縣,褒忠鄉,國小,94666,縣立褒忠國小,公立,偏遠,[634]雲林縣褒忠鄉埔姜村中勝路72號,(05)6972054,https://bcps.ylc.edu.tw/,17,387,210,177,0.78,50,40,10
[09]雲林縣,褒忠鄉,國小,94667,縣立龍巖國小,公立,偏遠,[634]雲林縣褒忠鄉民生路28巷15號,(05)6972454,https://lyes.ylc.edu.tw/,6,44,24,20, -,5,1,4
[09]雲林縣,褒忠鄉,國小,94668,縣立復興國小,公立,偏遠,[634]雲林縣褒忠鄉新湖村復興路71號,(05)6972490,https://fhes.ylc.edu.tw/,6,36,14,22, -,5,3,2
[09]雲林縣,褒忠鄉,國小,94669,縣立潮厝華德福實驗國小,公立,偏遠,[634]雲林縣褒忠鄉潮厝村96號,(05)6972644,https://ctes.ylc.edu.tw/,6,123,62,61, -,19,10,9
[09]雲林縣,東勢鄉,國小,94670,縣立東勢國小,公立,偏遠,[635]雲林縣東勢鄉東南村東榮路29巷9號,(05)6991036,https://tsps.ylc.edu.tw/,11,217,113,104, -,35,18,17
[09]雲林縣,東勢鄉,國小,94671,縣立安南國小,公立,偏遠,[635]雲林縣東勢鄉安南村安南路109號,(05)6991454,https://anes.ylc.edu.tw/,6,50,30,20, -,6,4,2
[09]雲林縣,東勢鄉,國小,94672,縣立明倫國小,公立,偏遠,[635]雲林縣東勢鄉月眉村中山路10號,(05)6991504,https://miles.ylc.edu.tw/,6,62,37,25, -,7,4,3
[09]雲林縣,東勢鄉,國小,94673,縣立同安國小,公立,偏遠,[635]雲林縣東勢鄉同安路67號,(05)6991244,https://taes.ylc.edu.tw/,6,36,22,14, -,7,4,3
[09]雲林縣,東勢鄉,國小,94674,縣立龍潭國小,公立,偏遠,[635]雲林縣東勢鄉龍潭村信義路1號,(05)6991414,https://ltes.ylc.edu.tw/,6,31,22,9, -,7,3,4
[09]雲林縣,臺西鄉,國小,94675,縣立臺西國小,公立,偏遠,[636]雲林縣臺西鄉台西村民權路9號,(05)6982045,https://tsies.ylc.edu.tw/,12,227,124,103,0.88,34,22,12
[09]雲林縣,臺西鄉,國小,94676,縣立崙豐國小,公立,偏遠,[636]雲林縣臺西鄉永豐村崙豐路42號,(05)6982142,https://lfes.ylc.edu.tw/,11,192,88,104, -,31,18,13
[09]雲林縣,臺西鄉,國小,94677,縣立泉州國小,公立,偏遠,[636]雲林縣臺西鄉牛厝村舊泉州20號,(05)6982145,https://cjps.ylc.edu.tw/,6,62,33,29, -,12,4,8
[09]雲林縣,臺西鄉,國小,94678,縣立新興國小,公立,偏遠,[636]雲林縣臺西鄉和豐村復興路53號,(05)6900143,https://sses.ylc.edu.tw/,6,71,39,32,1.41,12,6,6
[09]雲林縣,臺西鄉,國小,94679,縣立尚德國小,公立,偏遠,[636]雲林縣臺西鄉溪頂村12號,(05)6982074,https://sdes.ylc.edu.tw/,6,50,27,23, -,12,7,5
[09]雲林縣,二崙鄉,國小,94688,縣立二崙國小,公立,偏遠,[649]雲林縣二崙鄉崙東村中興路36號,(05)5982241,https://elps.ylc.edu.tw/,14,305,167,138,0.66,66,32,34
[09]雲林縣,二崙鄉,國小,94689,縣立三和國小,公立,偏遠,[649]雲林縣二崙鄉三和村二鄰17號,(05)5982795,https://shoes.ylc.edu.tw/,6,24,19,5, -,7,1,6
[09]雲林縣,二崙鄉,國小,94690,縣立油車國小,公立,偏遠,[649]雲林縣二崙鄉港後村港後路60號,(05)5982600,https://yces.ylc.edu.tw/,7,144,68,76, -,35,16,19
[09]雲林縣,二崙鄉,國小,94691,縣立大同國小,公立,偏遠,[649]雲林縣二崙鄉大同村大同路5號,(05)5982996,https://tatps.ylc.edu.tw/,6,40,18,22, -,11,7,4
[09]雲林縣,二崙鄉,國小,94692,縣立永定國小,公立,偏遠,[649]雲林縣二崙鄉永定村永定路238號,(05)5982796,https://ydes.ylc.edu.tw/,6,122,57,65, -,18,9,9
[09]雲林縣,二崙鄉,國小,94693,縣立義賢國小,公立,偏遠,[649]雲林縣二崙鄉楊賢村楊賢路1號,(05)5982797,https://ysps.ylc.edu.tw/,6,82,40,42, -,16,13,3
[09]雲林縣,二崙鄉,國小,94694,縣立旭光國小,公立,偏遠,[649]雲林縣二崙鄉大庄村酒姑村54號,(05)5982601,https://sges.ylc.edu.tw/,6,58,34,24, -,7,1,6
[09]雲林縣,二崙鄉,國小,94695,縣立來惠國小,公立,偏遠,[649]雲林縣二崙鄉來惠村來惠路12號,(05)5982995,https://lhps.ylc.edu.tw/,6,32,15,17, -, -, -, -
[09]雲林縣,崙背鄉,國小,94697,縣立豐榮國小,公立,偏遠,[637]雲林縣崙背鄉豐榮村豐榮路21號,(05)6552006,https://flps.ylc.edu.tw/,6,90,53,37,7.78,16,7,9
[09]雲林縣,崙背鄉,國小,94698,縣立大有國小,公立,偏遠,[637]雲林縣崙背鄉大有村一鄰14號,(05)6962741,https://dyes.ylc.edu.tw/,6,41,22,19,4.88,8,3,5
[09]雲林縣,崙背鄉,國小,94699,縣立中和國小,公立,偏遠,[637]雲林縣崙背鄉草湖村二鄰2號,(05)6552384,https://jhes.ylc.edu.tw/,6,58,31,27, -,12,7,5
[09]雲林縣,崙背鄉,國小,94700,縣立陽明國小,公立,偏遠,[637]雲林縣崙背鄉水尾村頂街1號,(05)6967670,https://ymes.ylc.edu.tw/,6,59,28,31,3.39,10,4,6
[09]雲林縣,崙背鄉,國小,94701,縣立東興國小,公立,偏遠,[637]雲林縣崙背鄉羅厝村東興路1號,(05)6962164,https://dses.ylc.edu.tw/,12,190,88,102,3.68,31,15,16
[09]雲林縣,麥寮鄉,國小,94702,縣立麥寮國小,公立,偏遠,[638]雲林縣麥寮鄉麥津村中山路260號,(05)6932266,https://mles.ylc.edu.tw/,44,"1,143",591,552,1.75,185,100,85
[09]雲林縣,麥寮鄉,國小,94703,縣立橋頭國小,公立,偏遠,[638]雲林縣麥寮鄉橋頭村仁德路248號,(05)6912358,https://chtes.ylc.edu.tw/,24,586,310,276,4.44,81,42,39
[09]雲林縣,麥寮鄉,國小,94704,縣立明禮國小,公立,偏遠,[638]雲林縣麥寮鄉崙後村92號,(05)6932244,https://mlies.ylc.edu.tw/,6,59,34,25,1.69,10,7,3
[09]雲林縣,麥寮鄉,國小,94705,縣立興華國小,公立,偏遠,[638]雲林縣麥寮鄉興華村興化路1號,(05)6932574,https://shps.ylc.edu.tw/,6,62,29,33,4.84,8,4,4
[09]雲林縣,麥寮鄉,國小,94706,縣立豐安國小,公立,偏遠,[638]雲林縣麥寮鄉後安村227號,(05)6932759,https://faes.ylc.edu.tw/,6,88,47,41,2.27,18,10,8
[09]雲林縣,北港鎮,國小,94709,縣立好收國小,公立,偏遠,[651]雲林縣北港鎮好收里好收路20號,(05)7922254,https://hsps.ylc.edu.tw/,6,55,30,25,1.82,3,1,2
[09]雲林縣,北港鎮,國小,94710,縣立育英國小,公立,偏遠,[651]雲林縣北港鎮番溝里84號,(05)7921224,https://yyes.ylc.edu.tw/,5,25,14,11, -,5,2,3
[09]雲林縣,北港鎮,國小,94711,縣立東榮國小,公立,偏遠,[651]雲林縣北港鎮溝皂里174號,(05)7921304,https://dles.ylc.edu.tw/,6,41,21,20,2.44,7,5,2
[09]雲林縣,北港鎮,國小,94712,縣立朝陽國小,公立,偏遠,[651]雲林縣北港鎮扶朝里76號,(05)7832904,https://cyes.ylc.edu.tw/,6,17,8,9, -,5,2,3
[09]雲林縣,北港鎮,國小,94713,縣立辰光國小,公立,偏遠,[651]雲林縣北港鎮新厝里49號,(05)7834320,https://cgps.ylc.edu.tw/,6,26,17,9, -,9,5,4
[09]雲林縣,北港鎮,國小,94714,縣立僑美國小,公立,偏遠,[651]雲林縣北港鎮草湖里華勝路655號,(05)7832307,https://cmes.ylc.edu.tw/,6,49,23,26, -,16,7,9
[09]雲林縣,元長鄉,國小,94716,縣立新生國小,公立,偏遠,[655]雲林縣元長鄉瓦搖村新生路11號,(05)7983093,https://ssps.ylc.edu.tw/,6,71,34,37, -,15,8,7
[09]雲林縣,元長鄉,國小,94717,縣立客厝國小,公立,偏遠,[655]雲林縣元長鄉頂寮村11號,(05)7882718,https://kcps.ylc.edu.tw/,6,119,57,62, -,11,6,5
[09]雲林縣,元長鄉,國小,94718,縣立山內國小,公立,偏遠,[655]雲林縣元長鄉山內村南山路3號,(05)7882152,https://snes.ylc.edu.tw/,6,22,14,8, -,5,1,4
[09]雲林縣,元長鄉,國小,94719,縣立仁德國小,公立,偏遠,[655]雲林縣元長鄉內寮村內寮路6號,(05)7861976,https://rdps.ylc.edu.tw/,6,29,16,13, -,8,3,5
[09]雲林縣,元長鄉,國小,94720,縣立忠孝國小,公立,偏遠,[655]雲林縣元長鄉龍岩村148號,(05)7882096,https://jshes.ylc.edu.tw/,6,40,22,18, -,8,2,6
[09]雲林縣,元長鄉,國小,94721,縣立仁愛國小,公立,偏遠,[655]雲林縣元長鄉潭西村潭內路1號,(05)7882710,https://raes.ylc.edu.tw/,6,17,4,13, -,3,3, -
[09]雲林縣,元長鄉,國小,94722,縣立信義國小,公立,偏遠,[655]雲林縣元長鄉五塊村北水路8號,(05)7882712,https://syes.ylc.edu.tw/,6,31,17,14, -,7,4,3
[09]雲林縣,元長鄉,國小,94723,縣立和平國小,公立,偏遠,[655]雲林縣元長鄉子茂村4號,(05)7882684,https://hpes.ylc.edu.tw/,6,31,14,17, -,6,3,3
[09]雲林縣,四湖鄉,國小,94724,縣立四湖國小,公立,偏遠,[654]雲林縣四湖鄉四湖村中山東路37號,(05)7872100,https://shes.ylc.edu.tw/,9,177,93,84,1.13,37,21,16
[09]雲林縣,四湖鄉,國小,94725,縣立東光國小,公立,偏遠,[654]雲林縣四湖鄉溪底村成功路11號,(05)7871728,https://tkes.ylc.edu.tw,6,28,16,12, -,6,3,3
[09]雲林縣,四湖鄉,國小,94726,縣立飛沙國小,公立,偏遠,[654]雲林縣四湖鄉飛沙村大同路26號,(05)7723688,https://fses.ylc.edu.tw/,6,24,10,14, -,5,2,3
[09]雲林縣,四湖鄉,國小,94727,縣立林厝國小,公立,偏遠,[654]雲林縣四湖鄉林東村中華路1號,(05)7721320,https://lotps.ylc.edu.tw/,6,32,15,17, -,5,3,2
[09]雲林縣,四湖鄉,國小,94728,縣立三崙國小,公立,偏遠,[654]雲林縣四湖鄉崙南村延平南路18號,(05)7721044,https://sales.ylc.edu.tw/,6,56,30,26, -,9,5,4
[09]雲林縣,四湖鄉,國小,94729,縣立建陽國小,公立,偏遠,[654]雲林縣四湖鄉箔子村箔子寮333號,(05)7721851,https://jyes.ylc.edu.tw/,6,53,28,25,3.77,12,5,7
[09]雲林縣,四湖鄉,國小,94730,縣立南光國小,公立,偏遠,[654]雲林縣四湖鄉蔡厝村蔡厝路90號,(05)7872434,https://nges.ylc.edu.tw/,6,49,25,24, -,3,3, -
[09]雲林縣,四湖鄉,國小,94731,縣立鹿場國小,公立,偏遠,[654]雲林縣四湖鄉鹿場村中鹿場路27號,(05)7872454,https://lcps.ylc.edu.tw/,6,31,16,15, -,8,3,5
[09]雲林縣,四湖鄉,國小,94732,縣立明德國小,公立,偏遠,[654]雲林縣四湖鄉溪尾村中溪尾30號,(05)7872450,https://mdps.ylc.edu.tw/,5,13,5,8, -,2, -,2
[09]雲林縣,四湖鄉,國小,94733,縣立建華國小,公立,偏遠,[654]雲林縣四湖鄉羊稠村建華路35號,(05)7875635,https://jahes.ylc.edu.tw/,6,22,11,11, -,4,2,2
[09]雲林縣,四湖鄉,國小,94734,縣立內湖國小,公立,偏遠,[654]雲林縣四湖鄉內湖村三塊厝123號,(05)7872054,https://nhps.ylc.edu.tw/,6,21,17,4, -,4,2,2
[09]雲林縣,口湖鄉,國小,94735,縣立口湖國小,公立,偏遠,[653]雲林縣口湖鄉湖東村文明路103巷46號,(05)7892154,https://khps.ylc.edu.tw/,9,139,73,66,1.44,22,11,11
[09]雲林縣,口湖鄉,國小,94736,縣立文光國小,公立,偏遠,[653]雲林縣口湖鄉梧南村文光路100號,(05)7907189,https://wgps.ylc.edu.tw/,11,172,101,71,1.74,33,15,18
[09]雲林縣,口湖鄉,國小,94737,縣立金湖國小,公立,偏遠,[653]雲林縣口湖鄉港東村民主路15號,(05)7971188,https://chps.ylc.edu.tw/,6,48,28,20,2.08,8,5,3
[09]雲林縣,口湖鄉,國小,94738,縣立下崙國小,公立,偏遠,[653]雲林縣口湖鄉崙中村福安路200號,(05)7991184,https://shlps.ylc.edu.tw/,7,149,71,78,0.67,14,10,4
[09]雲林縣,口湖鄉,國小,94739,縣立興南國小,公立,偏遠,[653]雲林縣口湖鄉埔南村9號,(05)7892190,https://hnps.ylc.edu.tw/,6,40,17,23, -,7,5,2
[09]雲林縣,口湖鄉,國小,94740,縣立崇文國小,公立,偏遠,[653]雲林縣口湖鄉蚵寮村崇文路二段285號,(05)7892186,https://cwes.ylc.edu.tw/,6,50,28,22,4,9,7,2
[09]雲林縣,口湖鄉,國小,94741,縣立成龍國小,公立,偏遠,[653]雲林縣口湖鄉成龍村201號,(05)7971187,https://cles.ylc.edu.tw/,6,44,21,23, -,10,5,5
[09]雲林縣,口湖鄉,國小,94742,縣立臺興國小,公立,偏遠,[653]雲林縣口湖鄉台子村台興路130號,(05)7971494,https://tses.ylc.edu.tw/,6,82,42,40,2.44,9,5,4
[09]雲林縣,口湖鄉,國小,94743,縣立頂湖國小,公立,偏遠,[653]雲林縣口湖鄉頂湖村121號,(05)7892185,https://dhps.ylc.edu.tw/,6,40,24,16, -,11,6,5
[09]雲林縣,水林鄉,國小,94746,縣立蔦松國小,公立,偏遠,[652]雲林縣水林鄉松中村蔦松路213號,(05)7841230,https://nses.ylc.edu.tw/,6,59,31,28, -,7,3,4
[09]雲林縣,水林鄉,國小,94747,縣立尖山國小,公立,偏遠,[652]雲林縣水林鄉大山村大山路6號,(05)7851756,https://chses.ylc.edu.tw/,6,39,21,18,2.56,5,3,2
[09]雲林縣,水林鄉,國小,94748,縣立宏仁國小,公立,偏遠,[652]雲林縣水林鄉灣東村宏仁路30號,(05)7857080,https://hres.ylc.edu.tw/,6,51,27,24, -,14,7,7
[09]雲林縣,水林鄉,國小,94749,縣立文正國小,公立,偏遠,[652]雲林縣水林鄉山腳村蕃東路1號,(05)7841051,https://wzes.ylc.edu.tw/,6,34,18,16, -,10,6,4
[09]雲林縣,水林鄉,國小,94750,縣立誠正國小,公立,偏遠,[652]雲林縣水林鄉蘇秦村1號,(05)7921114,https://cjes.ylc.edu.tw/,6,25,14,11,4,5,2,3
[09]雲林縣,水林鄉,國小,94751,縣立中興國小,公立,特偏,[652]雲林縣水林鄉瓊埔村148號,(05)7841064,https://cisps.ylc.edu.tw/,6,22,9,13, -,3,2,1
[09]雲林縣,水林鄉,國小,94753,縣立水燦林國小,公立,偏遠,[652]雲林縣水林鄉水北村水林路6號,(05)7852845,https://stles.ylc.edu.tw/,15,333,201,132,0.6,40,14,26
[09]雲林縣,水林鄉,國小,94754,縣立大興國小,公立,偏遠,[652]雲林縣水林鄉大溝村1號,(05)7851300,https://dsps.ylc.edu.tw/,6,19,11,8, -,7,3,4
[09]雲林縣,土庫鎮,國小,94758,縣立越港國小,公立,偏遠,[633]雲林縣土庫鎮林森路120號,(05)6620283,https://yges.ylc.edu.tw/,6,77,46,31,1.3,12,8,4
[10]嘉義縣,朴子市,國小,104603,縣立雙溪國小,公立,偏遠,[613]嘉義縣朴子市雙溪里30號,(05)3795549,https://www.ssps.cyc.edu.tw,6,57,29,28, -,7,4,3
